series_id                     ,seasonal,index_code,series_name,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
EIUIZ334                      ,U,IZ,Computer and electronic product manufacturing,December 2005=100,"Monthly import price index for NAICS 334, Computer and electronic product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3341                     ,U,IZ,Computer and peripheral equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 3341, Computer and peripheral equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ334111                   ,U,IZ,Electronic computer manufacturing,December 2021=100,"Monthly import price index for NAICS 334111, Electronic computer manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ334118                   ,U,IZ,Computer terminal and other computer peripheral equipment manufacturing,December 2019=100,"Monthly import price index for NAICS 334118, Computer terminal and other computer peripheral equipment manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3342                     ,U,IZ,Communications equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 3342, Communications equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3343                     ,U,IZ,Audio and video equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 3343, Audio and video equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3344                     ,U,IZ,Semiconductor and other electronic component manufacturing,December 2005=100,"Monthly import price index for NAICS 3344, Semiconductor and other electronic component manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ334413                   ,U,IZ,Semiconductor and related devices manufacturing,December 2020=100,"Monthly import price index for NAICS 334413, Semiconductor and related device manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ334418                   ,U,IZ,Printed circuit assembly (electronic assembly) manufacturing,December 2020=100,"Monthly import price index for NAICS 334418,  Printed circuit assembly (electronic assembly) manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3345                     ,U,IZ,"Navigational, measuring, electromedical, and control instruments",December 2005=100,"Monthly import price index for NAICS 3345, Navigational, measuring, electromedical, and control instruments manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ334510                   ,U,IZ,Electromedical and electrotherapeutic apparatus manufacturing,December 2019=100,"Monthly import price index for NAICS 334510, Electromedical and electrotherapeutic apparatus manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ334515                   ,U,IZ,Instrument manufacturing for measuring and testing electricity,December 2019=100,"Monthly import price index for NAICS 334515, Instrument manufacturing for measuring and testing electricity and electrical signals, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ334516                   ,U,IZ,Analytical laboratory instrument manufacturing,December 2020=100,"Monthly import price index for NAICS 334516, Analytical laboratory instrument manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3346                     ,U,IZ,Manufacturing and reproducing magnetic and optical media,December 2005=100,"Monthly import price index for NAICS 3346, Manufacturing and reproducing magnetic and optical media, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ334613                   ,U,IZ,Blank magnetic and optical recording media manufacturing,December 2019=100,"Monthly import price index for NAICS 334613, Blank magnetic and optical recording media manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ335                      ,U,IZ,"Electrical equipment, appliance, and component manufacturing",December 2005=100,"Monthly import price index for NAICS 335, Electrical equipment, appliance, and component manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3351                     ,U,IZ,Electric lighting equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 3351, Electric lighting equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33512                    ,U,IZ,Lighting fixture manufacturing,December 2005=100,"Monthly import price index for NAICS 33512, Lighting fixture manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ335129                   ,U,IZ,Other lighting equipment manufacturing,December 2020=100,"Monthly import price index for NAICS 335129, Other lighting equipment manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3352                     ,U,IZ,Household appliance manufacturing,December 2005=100,"Monthly import price index for NAICS 3352, Household appliance manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33521                    ,U,IZ,Small electrical appliance manufacturing,December 2005=100,"Monthly import price index for NAICS 33521, Small electrical appliance manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33522                    ,U,IZ,Major household appliance manufacturing,December 2020=100,"Monthly import price index for NAICS 33522, Major appliance manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3353                     ,U,IZ,Electrical equipment manufacturing,December 2017=100,"Monthly import price index for NAICS 3353, Electrical equipment manufacturing, not seasonally adjusted",,2017,M12,2022,M03
EIUIZ335312                   ,U,IZ,Motor and generator manufacturing,December 2019=100,"Monthly import price index for NAICS 335312, Motor and generator manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ335313                   ,U,IZ,Switchgear and switchboard apparatus manufacturing,December 2021=100,"Monthly import price index for NAICS 335313, Switchgear and switchboard apparatus manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ33592                    ,U,IZ,Communication and energy wire and cable manufacturing,December 2020=100,"Monthly import price index for NAICS 33592, Communication and energy wire and cable manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ335929                   ,U,IZ,Other communication and energy wire manufacturing,December 2020=100,"Monthly import price index for NAICS 335929, Other communication and energy wire manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ336                      ,U,IZ,Transportation equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 336, Transportation equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3361                     ,U,IZ,Motor vehicle manufacturing,December 2005=100,"Monthly import price index for NAICS 3361, Motor vehicle manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33611                    ,U,IZ,Automobile and light duty motor vehicle manufacturing,December 2005=100,"Monthly import price index for NAICS 33611, Automobile and light duty motor vehicle manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ336111                   ,U,IZ,Automobile manufacturing,December 2019=100,"Monthly import price index for NAICS 336111, Automobile manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ33612                    ,U,IZ,Heavy duty truck manufacturing,December 2015=100,"Monthly import price index for NAICS 33612, Heavy duty truck manufacturing, not seasonally adjusted",,2015,M12,2022,M03
EIUIZ3363                     ,U,IZ,Motor vehicle parts manufacturing,December 2005=100,"Monthly import price index for NAICS 3363, Motor vehicle parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33631                    ,U,IZ,Motor vehicle gasoline engine and engine parts manufacturing,December 2005=100,"Monthly import price index for NAICS 33631, Motor vehicle gasoline engine and engine parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33632                    ,U,IZ,Motor vehicle electrical and electronic equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 33632, Motor vehicle electrical and electronic equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33634                    ,U,IZ,Motor vehicle brake system manufacturing,December 2005=100,"Monthly import price index for NAICS 33634, Motor vehicle brake system manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33635                    ,U,IZ,Motor vehicle transmission and power train parts manufacturing,December 2005=100,"Monthly import price index for NAICS 33635, Motor vehicle transmission and power train parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33636                    ,U,IZ,Motor vehicle seating and interior trim manufacturing,December 2021=100,"Monthly import price index for NAICS 33636, Motor vehicle seating and interior trim manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ33639                    ,U,IZ,Other motor vehicle parts manufacturing,December 2005=100,"Monthly import price index for NAICS 33639, Other motor vehicle parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3364                     ,U,IZ,Aerospace product and parts manufacturing,December 2005=100,"Monthly import price index for NAICS 3364, Aerospace product and parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ336412                   ,U,IZ,Aircraft engine and engine parts manufacturing,December 2020=100,"Monthly import price index for NAICS 336412, Aircraft engine and engine parts manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3369                     ,U,IZ,Other transportation equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 3369, Other transportation equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ336991                   ,U,IZ,"Motorcycle, bicycle, and parts manufacturing",December 2019=100,"Monthly import price index for NAICS 336991, Motorcycle, bicycle, and parts manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ337                      ,U,IZ,Furniture and related product manufacturing,December 2005=100,"Monthly import price index for NAICS 337, Furniture and related product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3371                     ,U,IZ,Household and institutional furniture and kitchen cabinet manufacturing,December 2005=100,"Monthly import price index for NAICS 3371, Household and institutional furniture and kitchen cabinet manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ337121                   ,U,IZ,Upholstered household furniture manufacturing,December 2019=100,"Monthly import price index for NAICS 337121, Upholstered household furniture manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ337122                   ,U,IZ,Nonupholstered wood household furniture manufacturing,December 2019=100,"Monthly import price index for NAICS 337122, Nonupholstered wood household furniture manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ337127                   ,U,IZ,Institutional furniture manufacturing,December 2021=100,"Monthly import price index for NAICS 337127, Institutional furniture manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ3372                     ,U,IZ,Office furniture (including fixtures) manufacturing,December 2005=100,"Monthly import price index for NAICS 3372, Office furniture (including fixtures) manufacturing, not seasonally adjusted",,2005,M12,2022,M03
