CATEGORIES,,,,,,
cat_idx,cat_code,cat_desc,cat_indent,,,
185,15,0,6,1,0,10.3
185,16,0,6,1,0,4.5
185,17,0,6,1,0,4.3
185,18,0,6,1,0,3.7
186,1,1,0,1,0,116270
186,2,1,0,1,0,49703
186,3,1,0,1,0,66567
186,4,1,0,1,0,2482
186,5,1,0,1,0,5938
186,6,1,0,1,0,7808
186,7,1,0,1,0,3720
186,8,1,0,1,0,9965
186,9,1,0,1,0,325
186,10,1,0,1,0,697
186,11,1,0,1,0,2485
186,12,1,0,1,0,4162
186,13,1,0,1,0,2028
186,14,1,0,1,0,7948
186,15,1,0,1,0,9009
186,16,1,0,1,0,2033
186,17,1,0,1,0,1298
186,18,1,0,1,0,589
186,19,1,0,1,0,6082
186,1,2,0,1,0,87598
186,2,2,0,1,0,49085
186,3,2,0,1,0,38512
186,4,2,0,1,0,2430
186,5,2,0,1,0,5205
186,6,2,0,1,0,7524
186,7,2,0,1,0,2879
186,8,2,0,1,0,2049
186,9,2,0,1,0,325
186,11,2,0,1,0,1302
186,12,2,0,1,0,1316
186,13,2,0,1,0,2015
186,14,2,0,1,0,7378
186,19,2,0,1,0,6004
186,1,3,0,1,0,28672
186,2,3,0,1,0,617
186,3,3,0,1,0,28055
186,5,3,0,1,0,734
186,6,3,0,1,0,284
186,7,3,0,1,0,842
186,8,3,0,1,0,7915
186,10,3,0,1,0,687
186,11,3,0,1,0,1183
186,12,3,0,1,0,2846
186,14,3,0,1,0,570
186,15,3,0,1,0,8982
186,16,3,0,1,0,2011
186,17,3,0,1,0,1272
186,18,3,0,1,0,587
186,20,1,0,1,1,1274918
186,21,1,0,1,1,540034
186,22,1,0,1,1,734885
186,23,1,0,1,1,28868
186,24,1,0,1,1,68470
186,25,1,0,1,1,89342
186,26,1,0,1,1,43226
186,27,1,0,1,1,100009
186,28,1,0,1,1,3778
186,29,1,0,1,1,8054
186,30,1,0,1,1,27929
186,31,1,0,1,1,46505
186,32,1,0,1,1,24127
186,33,1,0,1,1,92580
186,34,1,0,1,1,88077
186,35,1,0,1,1,22470
186,36,1,0,1,1,14429
186,37,1,0,1,1,7131
186,38,1,0,1,1,69891
186,20,2,0,1,1,977338
186,21,2,0,1,1,533206
186,22,2,0,1,1,444132
186,23,2,0,1,1,28252
186,24,2,0,1,1,60188
186,25,2,0,1,1,86230
186,26,2,0,1,1,33611
186,27,2,0,1,1,21643
186,28,2,0,1,1,3778
186,30,2,0,1,1,14896
186,31,2,0,1,1,14939
186,32,2,0,1,1,23964
186,33,2,0,1,1,86719
186,38,2,0,1,1,68959
186,20,3,0,1,1,297580
186,21,3,0,1,1,6827
186,22,3,0,1,1,290753
186,24,3,0,1,1,8282
186,25,3,0,1,1,3113
186,26,3,0,1,1,9616
186,27,3,0,1,1,78366
186,29,3,0,1,1,7943
186,30,3,0,1,1,13033
186,31,3,0,1,1,31566
186,33,3,0,1,1,5861
186,34,3,0,1,1,87801
186,35,3,0,1,1,22223
186,36,3,0,1,1,14134
186,37,3,0,1,1,7107
186,1,0,1,1,0,0.9
186,20,0,1,1,1,0.9
186,2,0,1,1,0,5.8
186,21,0,1,1,1,5.8
186,3,0,1,1,0,0.9
186,22,0,1,1,1,0.9
186,4,0,1,1,0,2
186,23,0,1,1,1,2
186,5,0,1,1,0,2.6
186,24,0,1,1,1,2.6
186,6,0,1,1,0,3.3
186,25,0,1,1,1,3.3
186,7,0,1,1,0,2
186,26,0,1,1,1,2
186,8,0,1,1,0,1.9
186,27,0,1,1,1,1.9
186,9,0,1,1,0,7.3
186,28,0,1,1,1,7.3
186,10,0,1,1,0,3
186,29,0,1,1,1,3
186,11,0,1,1,0,3.6
186,30,0,1,1,1,3.6
186,12,0,1,1,0,1.8
186,31,0,1,1,1,1.8
186,13,0,1,1,0,21.7
186,32,0,1,1,1,21.7
186,14,0,1,1,0,0.3
186,33,0,1,1,1,0.3
186,15,0,1,1,0,3.8
186,34,0,1,1,1,3.8
186,16,0,1,1,0,3.4
186,35,0,1,1,1,3.4
186,17,0,1,1,0,4.5
186,36,0,1,1,1,4.5
186,18,0,1,1,0,3.9
186,37,0,1,1,1,3.9
186,19,0,1,1,0,0.9
186,38,0,1,1,1,0.9
186,1,0,2,1,0,1
186,20,0,2,1,1,1
186,2,0,2,1,0,5
186,21,0,2,1,1,5
186,3,0,2,1,0,1
186,22,0,2,1,1,1
186,4,0,2,1,0,2
186,23,0,2,1,1,2
186,5,0,2,1,0,2.9
186,24,0,2,1,1,2.9
186,6,0,2,1,0,3.4
186,25,0,2,1,1,3.4
186,7,0,2,1,0,2.5
186,26,0,2,1,1,2.5
186,8,0,2,1,0,3
186,27,0,2,1,1,3
186,9,0,2,1,0,7.3
186,28,0,2,1,1,7.3
186,11,0,2,1,0,3.2
186,30,0,2,1,1,3.2
186,12,0,2,1,0,3.1
186,31,0,2,1,1,3.1
186,13,0,2,1,0,0
186,32,0,2,1,1,0
186,14,0,2,1,0,0.2
186,33,0,2,1,1,0.2
186,19,0,2,1,0,0.8
186,38,0,2,1,1,0.8
186,1,0,3,1,0,1.5
186,20,0,3,1,1,1.5
186,2,0,3,1,0,5.8
186,21,0,3,1,1,5.8
186,3,0,3,1,0,1.5
186,22,0,3,1,1,1.5
186,5,0,3,1,0,3.3
186,24,0,3,1,1,3.3
186,6,0,3,1,0,6.8
186,25,0,3,1,1,6.8
186,7,0,3,1,0,2.7
186,26,0,3,1,1,2.7
186,8,0,3,1,0,2.3
186,27,0,3,1,1,2.3
186,10,0,3,1,0,3
186,29,0,3,1,1,3
186,11,0,3,1,0,6.8
186,30,0,3,1,1,6.8
186,12,0,3,1,0,2.1
186,31,0,3,1,1,2.1
186,14,0,3,1,0,4.4
186,33,0,3,1,1,4.4
186,15,0,3,1,0,3.8
186,34,0,3,1,1,3.8
186,16,0,3,1,0,3.5
186,35,0,3,1,1,3.5
186,17,0,3,1,0,4.6
186,36,0,3,1,1,4.6
186,18,0,3,1,0,3.9
186,37,0,3,1,1,3.9
186,1,4,0,1,1,-0.8
186,2,4,0,1,1,-0.2
186,3,4,0,1,1,-1.2
186,4,4,0,1,1,1.4
186,5,4,0,1,1,0.6
186,6,4,0,1,1,0.2
186,7,4,0,1,1,-0.1
186,8,4,0,1,1,1.5
186,9,4,0,1,1,-2.9
186,10,4,0,1,1,-7
186,11,4,0,1,1,1.8
186,12,4,0,1,1,-1
186,13,4,0,1,1,3.8
186,14,4,0,1,1,-4.1
186,15,4,0,1,1,-3.5
186,16,4,0,1,1,0
186,17,4,0,1,1,0.2
186,18,4,0,1,1,-5.7
186,19,4,0,1,1,-5.3
186,1,5,0,1,1,-0.6
186,2,5,0,1,1,-0.2
186,3,5,0,1,1,-1
186,4,5,0,1,1,1.4
186,5,5,0,1,1,1.3
186,6,5,0,1,1,1.1
186,7,5,0,1,1,0.4
186,8,5,0,1,1,0.9
186,9,5,0,1,1,-2.9
186,11,5,0,1,1,0.5
186,12,5,0,1,1,1
186,13,5,0,1,1,3.7
186,14,5,0,1,1,-4.3
186,19,5,0,1,1,-5.6
186,1,6,0,1,1,-1.5
186,2,6,0,1,1,-3
186,3,6,0,1,1,-1.4
186,5,6,0,1,1,-3.8
186,6,6,0,1,1,-19.2
186,7,6,0,1,1,-2
186,8,6,0,1,1,1.7
186,10,6,0,1,1,-6.8
186,11,6,0,1,1,3.3
186,12,6,0,1,1,-1.8
186,14,6,0,1,1,-2.1
186,15,6,0,1,1,-3.6
186,16,6,0,1,1,0.3
186,17,6,0,1,1,0.2
186,18,6,0,1,1,-5.7
186,1,0,4,1,0,0.9
186,2,0,4,1,0,2.7
186,3,0,4,1,0,0.9
186,4,0,4,1,0,1.2
186,5,0,4,1,0,1
186,6,0,4,1,0,2.4
186,7,0,4,1,0,1.3
186,8,0,4,1,0,1.9
186,9,0,4,1,0,3.2
186,10,0,4,1,0,2.2
186,11,0,4,1,0,1.8
186,12,0,4,1,0,2.6
186,13,0,4,1,0,25.7
186,14,0,4,1,0,0.2
186,15,0,4,1,0,4
186,16,0,4,1,0,2.9
186,17,0,4,1,0,4.6
186,18,0,4,1,0,3.1
186,19,0,4,1,0,0.6
186,1,0,5,1,0,0.7
186,2,0,5,1,0,0.8
186,3,0,5,1,0,0.7
186,4,0,5,1,0,1.2
186,5,0,5,1,0,1.1
186,6,0,5,1,0,2.5
186,7,0,5,1,0,1.5
186,8,0,5,1,0,1.6
186,9,0,5,1,0,3.2
186,11,0,5,1,0,2
186,12,0,5,1,0,1.8
186,13,0,5,1,0,0
186,14,0,5,1,0,0.1
186,19,0,5,1,0,0.4
186,1,0,6,1,0,1.6
186,2,0,6,1,0,2.7
186,3,0,6,1,0,1.6
186,5,0,6,1,0,1.7
186,6,0,6,1,0,3.7
186,7,0,6,1,0,2.4
186,8,0,6,1,0,2.4
186,10,0,6,1,0,2.3
186,11,0,6,1,0,3
186,12,0,6,1,0,2.6
186,14,0,6,1,0,3.1
186,15,0,6,1,0,4.1
186,16,0,6,1,0,3
186,17,0,6,1,0,4.7
186,18,0,6,1,0,3.1
187,1,1,0,1,0,116873
187,2,1,0,1,0,50844
187,3,1,0,1,0,66028
187,4,1,0,1,0,2392
187,5,1,0,1,0,5748
187,6,1,0,1,0,7648
187,7,1,0,1,0,3635
187,8,1,0,1,0,10030
187,9,1,0,1,0,311
187,10,1,0,1,0,693
187,11,1,0,1,0,2425
187,12,1,0,1,0,3933
187,13,1,0,1,0,1904
187,14,1,0,1,0,7635
187,15,1,0,1,0,9877
187,16,1,0,1,0,2065
187,17,1,0,1,0,1208
187,18,1,0,1,0,594
187,19,1,0,1,0,5932
187,1,2,0,1,0,87642
187,2,2,0,1,0,50273
187,3,2,0,1,0,37369
187,4,2,0,1,0,2343
187,5,2,0,1,0,5058
187,6,2,0,1,0,7398
187,7,2,0,1,0,2811
187,8,2,0,1,0,1874
187,9,2,0,1,0,311
187,11,2,0,1,0,1290
187,12,2,0,1,0,1291
187,13,2,0,1,0,1892
187,14,2,0,1,0,7148
187,19,2,0,1,0,5877
187,1,3,0,1,0,29231
187,2,3,0,1,0,571
187,3,3,0,1,0,28659
187,5,3,0,1,0,691
187,6,3,0,1,0,250
187,7,3,0,1,0,824
187,8,3,0,1,0,8156
187,10,3,0,1,0,685
187,11,3,0,1,0,1136
187,12,3,0,1,0,2642
187,14,3,0,1,0,487
187,15,3,0,1,0,9853
187,16,3,0,1,0,2045
187,17,3,0,1,0,1183
187,18,3,0,1,0,592
187,20,1,0,1,1,1276001
187,21,1,0,1,1,546304
187,22,1,0,1,1,729697
187,23,1,0,1,1,28562
187,24,1,0,1,1,66770
187,25,1,0,1,1,88546
187,26,1,0,1,1,43315
187,27,1,0,1,1,97407
187,28,1,0,1,1,3557
187,29,1,0,1,1,8500
187,30,1,0,1,1,27893
187,31,1,0,1,1,44846
187,32,1,0,1,1,23744
187,33,1,0,1,1,90886
187,34,1,0,1,1,90848
187,35,1,0,1,1,22878
187,36,1,0,1,1,13741
187,37,1,0,1,1,7164
187,38,1,0,1,1,71041
187,20,2,0,1,1,979600
187,21,2,0,1,1,539722
187,22,2,0,1,1,439877
187,23,2,0,1,1,27969
187,24,2,0,1,1,58587
187,25,2,0,1,1,85516
187,26,2,0,1,1,33489
187,27,2,0,1,1,20591
187,28,2,0,1,1,3557
187,30,2,0,1,1,14988
187,31,2,0,1,1,15203
187,32,2,0,1,1,23609
187,33,2,0,1,1,85097
187,38,2,0,1,1,70379
187,20,3,0,1,1,296401
187,21,3,0,1,1,6582
187,22,3,0,1,1,289819
187,24,3,0,1,1,8183
187,25,3,0,1,1,3031
187,26,3,0,1,1,9825
187,27,3,0,1,1,76817
187,29,3,0,1,1,8403
187,30,3,0,1,1,12906
187,31,3,0,1,1,29643
187,33,3,0,1,1,5789
187,34,3,0,1,1,90596
187,35,3,0,1,1,22635
187,36,3,0,1,1,13463
187,37,3,0,1,1,7140
187,1,0,1,1,0,0.9
187,20,0,1,1,1,0.9
187,2,0,1,1,0,5.8
187,21,0,1,1,1,5.8
187,3,0,1,1,0,0.9
187,22,0,1,1,1,0.9
187,4,0,1,1,0,1.9
187,23,0,1,1,1,1.9
187,5,0,1,1,0,2.5
187,24,0,1,1,1,2.5
187,6,0,1,1,0,2.7
187,25,0,1,1,1,2.7
187,7,0,1,1,0,2
187,26,0,1,1,1,2
187,8,0,1,1,0,1.9
187,27,0,1,1,1,1.9
187,9,0,1,1,0,7.1
187,28,0,1,1,1,7.1
187,10,0,1,1,0,3
187,29,0,1,1,1,3
187,11,0,1,1,0,3.7
187,30,0,1,1,1,3.7
187,12,0,1,1,0,1.8
187,31,0,1,1,1,1.8
187,13,0,1,1,0,21.2
187,32,0,1,1,1,21.2
187,14,0,1,1,0,0.3
187,33,0,1,1,1,0.3
187,15,0,1,1,0,3.8
187,34,0,1,1,1,3.8
187,16,0,1,1,0,3.6
187,35,0,1,1,1,3.6
187,17,0,1,1,0,4.5
187,36,0,1,1,1,4.5
187,18,0,1,1,0,4.1
187,37,0,1,1,1,4.1
187,19,0,1,1,0,0.8
187,38,0,1,1,1,0.8
187,1,0,2,1,0,0.9
187,20,0,2,1,1,0.9
187,2,0,2,1,0,5
187,21,0,2,1,1,5
187,3,0,2,1,0,0.9
187,22,0,2,1,1,0.9
187,4,0,2,1,0,2
187,23,0,2,1,1,2
187,5,0,2,1,0,2.8
187,24,0,2,1,1,2.8
187,6,0,2,1,0,2.8
187,25,0,2,1,1,2.8
187,7,0,2,1,0,2.5
187,26,0,2,1,1,2.5
187,8,0,2,1,0,3
187,27,0,2,1,1,3
187,9,0,2,1,0,7.1
187,28,0,2,1,1,7.1
187,11,0,2,1,0,3.1
187,30,0,2,1,1,3.1
187,12,0,2,1,0,3
187,31,0,2,1,1,3
187,13,0,2,1,0,0
187,32,0,2,1,1,0
187,14,0,2,1,0,0.2
187,33,0,2,1,1,0.2
187,19,0,2,1,0,0.8
187,38,0,2,1,1,0.8
187,1,0,3,1,0,1.5
187,20,0,3,1,1,1.5
187,2,0,3,1,0,5.8
187,21,0,3,1,1,5.8
187,3,0,3,1,0,1.5
187,22,0,3,1,1,1.5
187,5,0,3,1,0,3.3
187,24,0,3,1,1,3.3
187,6,0,3,1,0,6.9
187,25,0,3,1,1,6.9
187,7,0,3,1,0,2.7
187,26,0,3,1,1,2.7
187,8,0,3,1,0,2.3
187,27,0,3,1,1,2.3
187,10,0,3,1,0,3
187,29,0,3,1,1,3
187,11,0,3,1,0,6.9
187,30,0,3,1,1,6.9
187,12,0,3,1,0,2
187,31,0,3,1,1,2
187,14,0,3,1,0,4.5
187,33,0,3,1,1,4.5
187,15,0,3,1,0,3.8
187,34,0,3,1,1,3.8
187,16,0,3,1,0,3.6
187,35,0,3,1,1,3.6
187,17,0,3,1,0,4.5
187,36,0,3,1,1,4.5
187,18,0,3,1,0,4.1
187,37,0,3,1,1,4.1
187,1,4,0,1,1,0.1
187,2,4,0,1,1,1.2
187,3,4,0,1,1,-0.7
187,4,4,0,1,1,-1.1
187,5,4,0,1,1,-2.5
187,6,4,0,1,1,-0.9
187,7,4,0,1,1,0.2
187,8,4,0,1,1,-2.6
187,9,4,0,1,1,-5.8
187,10,4,0,1,1,5.5
187,11,4,0,1,1,-0.1
187,12,4,0,1,1,-3.6
187,13,4,0,1,1,-1.6
187,14,4,0,1,1,-1.8
187,15,4,0,1,1,3.1
187,16,4,0,1,1,1.8
187,17,4,0,1,1,-4.8
187,18,4,0,1,1,0.5
187,19,4,0,1,1,1.6
187,1,5,0,1,1,0.2
187,2,5,0,1,1,1.2
187,3,5,0,1,1,-1
187,4,5,0,1,1,-1
187,5,5,0,1,1,-2.7
187,6,5,0,1,1,-0.8
187,7,5,0,1,1,-0.4
187,8,5,0,1,1,-4.9
187,9,5,0,1,1,-5.8
187,11,5,0,1,1,0.6
187,12,5,0,1,1,1.8
187,13,5,0,1,1,-1.5
187,14,5,0,1,1,-1.9
187,19,5,0,1,1,2.1
187,1,6,0,1,1,-0.4
187,2,6,0,1,1,-3.6
187,3,6,0,1,1,-0.3
187,5,6,0,1,1,-1.2
187,6,6,0,1,1,-2.6
187,7,6,0,1,1,2.2
187,8,6,0,1,1,-2
187,10,6,0,1,1,5.8
187,11,6,0,1,1,-1
187,12,6,0,1,1,-6.1
187,14,6,0,1,1,-1.2
187,15,6,0,1,1,3.2
187,16,6,0,1,1,1.9
187,17,6,0,1,1,-4.7
187,18,6,0,1,1,0.5
187,1,0,4,1,0,0.9
187,2,0,4,1,0,3.3
187,3,0,4,1,0,0.9
187,4,0,4,1,0,0.9
187,5,0,4,1,0,1.4
187,6,0,4,1,0,2
187,7,0,4,1,0,1.3
187,8,0,4,1,0,1.9
187,9,0,4,1,0,5.2
187,10,0,4,1,0,2.6
187,11,0,4,1,0,2.3
187,12,0,4,1,0,1.3
187,13,0,4,1,0,10.7
187,14,0,4,1,0,0.2
187,15,0,4,1,0,4.1
187,16,0,4,1,0,4.8
187,17,0,4,1,0,3.6
187,18,0,4,1,0,3.4
187,19,0,4,1,0,0.6
187,1,0,5,1,0,0.6
187,2,0,5,1,0,0.8
187,3,0,5,1,0,0.6
187,4,0,5,1,0,0.9
187,5,0,5,1,0,1.6
187,6,0,5,1,0,2
187,7,0,5,1,0,1.5
187,8,0,5,1,0,1.4
187,9,0,5,1,0,5.2
187,11,0,5,1,0,2.1
187,12,0,5,1,0,2.4
187,13,0,5,1,0,0
187,14,0,5,1,0,0.1
187,19,0,5,1,0,0.5
187,1,0,6,1,0,1.6
187,2,0,6,1,0,3.3
187,3,0,6,1,0,1.6
187,5,0,6,1,0,2.6
187,6,0,6,1,0,5.7
187,7,0,6,1,0,2.9
187,8,0,6,1,0,2.4
187,10,0,6,1,0,2.6
187,11,0,6,1,0,4.2
187,12,0,6,1,0,1.5
187,14,0,6,1,0,4.3
187,15,0,6,1,0,4.2
187,16,0,6,1,0,4.9
187,17,0,6,1,0,3.7
187,18,0,6,1,0,3.4
188,1,1,0,1,0,117941
188,2,1,0,1,0,50550
188,3,1,0,1,0,67391
188,4,1,0,1,0,2471
188,5,1,0,1,0,5755
188,6,1,0,1,0,7872
188,7,1,0,1,0,3838
188,8,1,0,1,0,9783
188,9,1,0,1,0,334
188,10,1,0,1,0,784
188,11,1,0,1,0,2425
188,12,1,0,1,0,4094
188,13,1,0,1,0,2026
188,14,1,0,1,0,7641
188,15,1,0,1,0,10310
188,16,1,0,1,0,2165
188,17,1,0,1,0,1304
188,18,1,0,1,0,681
188,19,1,0,1,0,5907
188,1,2,0,1,0,87867
188,2,2,0,1,0,49957
188,3,2,0,1,0,37910
188,4,2,0,1,0,2417
188,5,2,0,1,0,4994
188,6,2,0,1,0,7600
188,7,2,0,1,0,2963
188,8,2,0,1,0,1899
188,9,2,0,1,0,334
188,11,2,0,1,0,1312
188,12,2,0,1,0,1323
188,13,2,0,1,0,2016
188,14,2,0,1,0,7131
188,19,2,0,1,0,5846
188,1,3,0,1,0,30074
188,2,3,0,1,0,593
188,3,3,0,1,0,29481
188,5,3,0,1,0,761
188,6,3,0,1,0,272
188,7,3,0,1,0,875
188,8,3,0,1,0,7884
188,10,3,0,1,0,777
188,11,3,0,1,0,1113
188,12,3,0,1,0,2771
188,14,3,0,1,0,510
188,15,3,0,1,0,10284
188,16,3,0,1,0,2146
188,17,3,0,1,0,1284
188,18,3,0,1,0,680
188,20,1,0,1,1,1267435
188,21,1,0,1,1,545675
188,22,1,0,1,1,721760
188,23,1,0,1,1,28743
188,24,1,0,1,1,65877
188,25,1,0,1,1,87639
188,26,1,0,1,1,44323
188,27,1,0,1,1,95936
188,28,1,0,1,1,3583
188,29,1,0,1,1,8826
188,30,1,0,1,1,27015
188,31,1,0,1,1,45367
188,32,1,0,1,1,23613
188,33,1,0,1,1,90930
188,34,1,0,1,1,86863
188,35,1,0,1,1,23074
188,36,1,0,1,1,14358
188,37,1,0,1,1,7345
188,38,1,0,1,1,68268
188,20,2,0,1,1,975214
188,21,2,0,1,1,539160
188,22,2,0,1,1,436054
188,23,2,0,1,1,28100
188,24,2,0,1,1,57306
188,25,2,0,1,1,84643
188,26,2,0,1,1,34226
188,27,2,0,1,1,20739
188,28,2,0,1,1,3583
188,30,2,0,1,1,15062
188,31,2,0,1,1,15231
188,32,2,0,1,1,23488
188,33,2,0,1,1,85308
188,38,2,0,1,1,67533
188,20,3,0,1,1,292221
188,21,3,0,1,1,6515
188,22,3,0,1,1,285706
188,24,3,0,1,1,8571
188,25,3,0,1,1,2996
188,26,3,0,1,1,10097
188,27,3,0,1,1,75197
188,29,3,0,1,1,8734
188,30,3,0,1,1,11953
188,31,3,0,1,1,30136
188,33,3,0,1,1,5622
188,34,3,0,1,1,86586
188,35,3,0,1,1,22856
188,36,3,0,1,1,14131
188,37,3,0,1,1,7323
188,1,0,1,1,0,0.9
188,20,0,1,1,1,0.9
188,2,0,1,1,0,5.7
188,21,0,1,1,1,5.7
188,3,0,1,1,0,0.9
188,22,0,1,1,1,0.9
188,4,0,1,1,0,2
188,23,0,1,1,1,2
188,5,0,1,1,0,2.4
188,24,0,1,1,1,2.4
188,6,0,1,1,0,2.7
188,25,0,1,1,1,2.7
188,7,0,1,1,0,1.9
188,26,0,1,1,1,1.9
188,8,0,1,1,0,1.9
188,27,0,1,1,1,1.9
188,9,0,1,1,0,7
188,28,0,1,1,1,7
188,10,0,1,1,0,3
188,29,0,1,1,1,3
188,11,0,1,1,0,3.6
188,30,0,1,1,1,3.6
188,12,0,1,1,0,1.7
188,31,0,1,1,1,1.7
188,13,0,1,1,0,20.5
188,32,0,1,1,1,20.5
188,14,0,1,1,0,0.3
188,33,0,1,1,1,0.3
188,15,0,1,1,0,3.8
188,34,0,1,1,1,3.8
188,16,0,1,1,0,3.8
188,35,0,1,1,1,3.8
188,17,0,1,1,0,4.6
188,36,0,1,1,1,4.6
188,18,0,1,1,0,4.1
188,37,0,1,1,1,4.1
188,19,0,1,1,0,0.8
188,38,0,1,1,1,0.8
188,1,0,2,1,0,0.9
188,20,0,2,1,1,0.9
188,2,0,2,1,0,5
188,21,0,2,1,1,5
188,3,0,2,1,0,0.9
188,22,0,2,1,1,0.9
188,4,0,2,1,0,2
188,23,0,2,1,1,2
188,5,0,2,1,0,2.7
188,24,0,2,1,1,2.7
188,6,0,2,1,0,2.8
188,25,0,2,1,1,2.8
188,7,0,2,1,0,2.4
188,26,0,2,1,1,2.4
188,8,0,2,1,0,2.9
188,27,0,2,1,1,2.9
188,9,0,2,1,0,7
188,28,0,2,1,1,7
188,11,0,2,1,0,3.1
188,30,0,2,1,1,3.1
188,12,0,2,1,0,3
188,31,0,2,1,1,3
188,13,0,2,1,0,0
188,32,0,2,1,1,0
188,14,0,2,1,0,0.2
188,33,0,2,1,1,0.2
188,19,0,2,1,0,0.8
188,38,0,2,1,1,0.8
188,1,0,3,1,0,1.5
188,20,0,3,1,1,1.5
188,2,0,3,1,0,5.7
188,21,0,3,1,1,5.7
188,3,0,3,1,0,1.5
188,22,0,3,1,1,1.5
188,5,0,3,1,0,3.3
188,24,0,3,1,1,3.3
188,6,0,3,1,0,6.6
188,25,0,3,1,1,6.6
188,7,0,3,1,0,2.8
188,26,0,3,1,1,2.8
188,8,0,3,1,0,2.2
188,27,0,3,1,1,2.2
188,10,0,3,1,0,3
188,29,0,3,1,1,3
188,11,0,3,1,0,6.9
188,30,0,3,1,1,6.9
188,12,0,3,1,0,2
188,31,0,3,1,1,2
188,14,0,3,1,0,4.4
188,33,0,3,1,1,4.4
188,15,0,3,1,0,3.9
188,34,0,3,1,1,3.9
188,16,0,3,1,0,3.8
188,35,0,3,1,1,3.8
188,17,0,3,1,0,4.6
188,36,0,3,1,1,4.6
188,18,0,3,1,0,4.1
188,37,0,3,1,1,4.1
188,1,4,0,1,1,-0.7
188,2,4,0,1,1,-0.1
188,3,4,0,1,1,-1.1
188,4,4,0,1,1,0.6
188,5,4,0,1,1,-1.3
188,6,4,0,1,1,-1
188,7,4,0,1,1,2.3
188,8,4,0,1,1,-1.5
188,9,4,0,1,1,0.7
188,10,4,0,1,1,3.8
188,11,4,0,1,1,-3.1
188,12,4,0,1,1,1.2
188,13,4,0,1,1,-0.6
188,14,4,0,1,1,0
188,15,4,0,1,1,-4.4
188,16,4,0,1,1,0.9
188,17,4,0,1,1,4.5
188,18,4,0,1,1,2.5
188,19,4,0,1,1,-3.9
188,1,5,0,1,1,-0.4
188,2,5,0,1,1,-0.1
188,3,5,0,1,1,-0.9
188,4,5,0,1,1,0.5
188,5,5,0,1,1,-2.2
188,6,5,0,1,1,-1
188,7,5,0,1,1,2.2
188,8,5,0,1,1,0.7
188,9,5,0,1,1,0.7
188,11,5,0,1,1,0.5
188,12,5,0,1,1,0.2
188,13,5,0,1,1,-0.5
188,14,5,0,1,1,0.2
188,19,5,0,1,1,-4
188,1,6,0,1,1,-1.4
188,2,6,0,1,1,-1
188,3,6,0,1,1,-1.4
188,5,6,0,1,1,4.7
188,6,6,0,1,1,-1.2
188,7,6,0,1,1,2.8
188,8,6,0,1,1,-2.1
188,10,6,0,1,1,3.9
188,11,6,0,1,1,-7.4
188,12,6,0,1,1,1.7
188,14,6,0,1,1,-2.9
188,15,6,0,1,1,-4.4
188,16,6,0,1,1,1
188,17,6,0,1,1,5
188,18,6,0,1,1,2.6
188,1,0,4,1,0,0.8
188,2,0,4,1,0,2.2
188,3,0,4,1,0,0.8
188,4,0,4,1,0,1.8
188,5,0,4,1,0,1.4
188,6,0,4,1,0,2.1
188,7,0,4,1,0,1.3
188,8,0,4,1,0,2
188,9,0,4,1,0,4.9
188,10,0,4,1,0,3.1
188,11,0,4,1,0,1.9
188,12,0,4,1,0,4.1
188,13,0,4,1,0,29.1
188,14,0,4,1,0,0.2
188,15,0,4,1,0,3.1
188,16,0,4,1,0,3.4
188,17,0,4,1,0,4.4
188,18,0,4,1,0,2.8
188,19,0,4,1,0,0.9
188,1,0,5,1,0,0.7
188,2,0,5,1,0,0.8
188,3,0,5,1,0,0.7
188,4,0,5,1,0,1.7
188,5,0,5,1,0,1.4
188,6,0,5,1,0,2.2
188,7,0,5,1,0,1.6
188,8,0,5,1,0,2.2
188,9,0,5,1,0,4.9
188,11,0,5,1,0,2.3
188,12,0,5,1,0,0.9
188,13,0,5,1,0,0
188,14,0,5,1,0,0.1
188,19,0,5,1,0,0.9
188,1,0,6,1,0,1.4
188,2,0,6,1,0,2.2
188,3,0,6,1,0,1.4
188,5,0,6,1,0,4.5
188,6,0,6,1,0,7.7
188,7,0,6,1,0,1.5
188,8,0,6,1,0,2.4
188,10,0,6,1,0,3.1
188,11,0,6,1,0,2.9
188,12,0,6,1,0,4.7
188,14,0,6,1,0,3.5
188,15,0,6,1,0,3.1
188,16,0,6,1,0,3.4
188,17,0,6,1,0,4.5
188,18,0,6,1,0,2.8
189,1,1,0,1,0,115692
189,2,1,0,1,0,49318
189,3,1,0,1,0,66374
189,4,1,0,1,0,2447
189,5,1,0,1,0,5966
189,6,1,0,1,0,7841
189,7,1,0,1,0,3837
189,8,1,0,1,0,8449
189,9,1,0,1,0,356
189,10,1,0,1,0,832
189,11,1,0,1,0,2357
189,12,1,0,1,0,4263
189,13,1,0,1,0,1991
189,14,1,0,1,0,7727
189,15,1,0,1,0,9956
189,16,1,0,1,0,2186
189,17,1,0,1,0,1316
189,18,1,0,1,0,793
189,19,1,0,1,0,6057
189,1,2,0,1,0,86785
189,2,2,0,1,0,48694
189,3,2,0,1,0,38091
189,4,2,0,1,0,2386
189,5,2,0,1,0,5137
189,6,2,0,1,0,7553
189,7,2,0,1,0,3050
189,8,2,0,1,0,1791
189,9,2,0,1,0,356
189,11,2,0,1,0,1309
189,12,2,0,1,0,1335
189,13,2,0,1,0,1982
189,14,2,0,1,0,7127
