Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2015-10-31","16514432","16514450","Railroad Unemployment Taxes","27636770.26","null","27636770.26","27636770.26","null","27636770.26","7963022.80","null","7963022.80","4","28","28","255","D","RSG","3","3.2.3","2016","1","2015","4","10","31"
"2015-10-31","16514432","16514462","Total -- Unemployment Insurance","2159660901.83","4132165.62","2155528736.21","2159660901.83","4132165.62","2155528736.21","3187438048.35","null","3187438048.35","4","29","29","269","T","RSG","3","3.2.4","2016","1","2015","4","10","31"
"2015-10-31","16514291","16514468","Other Retirement:","null","null","null","null","null","null","null","null","null","4","30","30","270","S","RSG","2","3.3","2016","1","2015","4","10","31"
"2015-10-31","16514468","16514474","Federal Employees' Retirement--Employee Share","309234943.23","null","309234943.23","309234943.23","null","309234943.23","290938681.02","null","290938681.02","4","31","31","279","D","RSG","3","3.3.1","2016","1","2015","4","10","31"
"2015-10-31","16514468","16514481","Non-Federal Employees Retirement","1627011.16","null","1627011.16","1627011.16","null","1627011.16","2226127.19","null","2226127.19","4","32","32","284","D","RSG","3","3.3.2","2016","1","2015","4","10","31"
"2015-10-31","16514468","16514488","Total -- Other Retirement","310861954.39","null","310861954.39","310861954.39","null","310861954.39","293164808.21","null","293164808.21","4","33","33","285","T","RSG","3","3.3.3","2016","1","2015","4","10","31"
"2015-10-31","16514291","16514496","Total -- Social Insurance and Retirement Receipts","76852563764.24","4374326.18","76848189438.06","76852563764.24","4374326.18","76848189438.06","73875132444.54","215497.96","73874916946.58","4","34","34","286","T","RSG","2","3.4","2016","1","2015","4","10","31"
"2015-10-31","null","16514501","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","35","35","300","S","RSG","1","4","2016","1","2015","4","10","31"
"2015-10-31","16514501","16514506","Miscellaneous Excise Taxes","4773202366.72","264908323.36","4508294043.36","4773202366.72","264908323.36","4508294043.36","4867184555.63","58372402.85","4808812152.78","4","36","36","305","D","RSG","2","4.1","2016","1","2015","4","10","31"
"2015-10-31","16514501","16514508","Airport and Airway Trust Fund","260459000.00","null","260459000.00","260459000.00","null","260459000.00","263409000.00","null","263409000.00","4","37","37","308","D","RSG","2","4.2","2016","1","2015","4","10","31"
"2015-10-31","16514501","16514514","Highway Trust Fund","797490220.44","null","797490220.44","797490220.44","null","797490220.44","830705415.42","null","830705415.42","4","38","38","310","D","RSG","2","4.3","2016","1","2015","4","10","31"
"2015-10-31","16514501","16514519","Black Lung Disability Trust Fund","11222000.00","null","11222000.00","11222000.00","null","11222000.00","12135000.00","null","12135000.00","4","39","39","313","D","RSG","2","4.4","2016","1","2015","4","10","31"
"2015-10-31","16514501","16514523","Total -- Excise Taxes","5842373587.16","264908323.36","5577465263.80","5842373587.16","264908323.36","5577465263.80","5973433971.05","58372402.85","5915061568.20","4","40","40","314","T","RSG","2","4.5","2016","1","2015","4","10","31"
"2015-10-31","null","16514527","Estate and Gift Taxes","2182289919.67","49951299.12","2132338620.55","2182289919.67","49951299.12","2132338620.55","1475539781.25","57186897.62","1418352883.63","4","41","41","350","D","RSG","1","5","2016","1","2015","4","10","31"
"2015-10-31","null","16514531","Customs Duties","3555680271.50","120183735.14","3435496536.36","3555680271.50","120183735.14","3435496536.36","3586042296.77","100844953.64","3485197343.13","4","42","42","405","D","RSG","1","6","2016","1","2015","4","10","31"
"2015-10-31","null","16514535","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","43","43","800","S","RSG","1","7","2016","1","2015","4","10","31"
"2015-10-31","16514535","16514539","Deposit of Earnings, Federal Reserve System","7489108373.45","null","7489108373.45","7489108373.45","null","7489108373.45","9287007533.43","null","9287007533.43","4","44","44","805","D","RSG","2","7.1","2016","1","2015","4","10","31"
"2015-10-31","16514535","16514543","Universal Service Fund","820193112.11","null","820193112.11","820193112.11","null","820193112.11","786187329.25","null","786187329.25","4","45","45","807","D","RSG","2","7.2","2016","1","2015","4","10","31"
"2015-10-31","16514535","16514547","All Other","1269188921.45","1505347.80","1267683573.65","1269188921.45","1505347.80","1267683573.65","1066431648.65","3382080.41","1063049568.24","4","46","46","810","D","RSG","2","7.3","2016","1","2015","4","10","31"
"2015-10-31","16514535","16514551","Total -- Miscellaneous Receipts","9578490407.01","1505347.80","9576985059.21","9578490407.01","1505347.80","9576985059.21","11139626511.33","3382080.41","11136244430.92","4","47","47","820","T","RSG","2","7.4","2016","1","2015","4","10","31"
"2015-10-31","null","16514555","Total -- Receipts","225431395749.97","14385150361.23","211046245388.74","225431395749.97","14385150361.23","211046245388.74","226460298488.03","13741611214.91","212718687273.12","4","48","48","830","T","SL","1","8","2016","1","2015","4","10","31"
"2015-10-31","16514555","16514558","Total -- On-Budget","170319395749.97","14385150361.23","155934245388.74","170319395749.97","14385150361.23","155934245388.74","174205307873.02","13741611214.91","160463696658.11","4","49","49","840","T","SL","2","8.1","2016","1","2015","4","10","31"
"2015-10-31","16514555","16514561","Total -- Off-Budget","55112000000.00","null","55112000000.00","55112000000.00","null","55112000000.00","52254990615.01","null","52254990615.01","4","50","50","850","T","SL","2","8.2","2016","1","2015","4","10","31"
"2015-09-30","null","15697760","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2015","4","2015","3","09","30"
"2015-09-30","15697760","15697763","Withheld","89445253207.51","null","null","1220162501599.73","null","null","1149708293634.18","null","null","4","2","2","102","D","SRS","2","1.1","2015","4","2015","3","09","30"
"2015-09-30","15697760","15697768","Presidential Election Campaign Fund","332733.00","null","null","30060354.00","null","null","29705724.00","null","null","4","3","3","105","D","SRS","2","1.2","2015","4","2015","3","09","30"
"2015-09-30","15697760","15697772","Other","75605112956.52","null","null","554963385403.37","null","null","476561938049.68","null","null","4","4","4","110","D","SRS","2","1.3","2015","4","2015","3","09","30"
"2015-09-30","15697760","15697774","Total -- Individual Income Taxes","165050698897.03","3503543771.38","161547155125.65","1775155947357.10","234353572144.50","1540802375212.60","1626299937407.86","231732625385.07","1394567312022.79","4","5","5","120","T","RSG","2","1.4","2015","4","2015","3","09","30"
"2015-09-30","null","15697779","Corporation Income Taxes","78778047987.85","3367342665.30","75410705322.55","390292283260.16","46495007193.07","343797276067.09","353552930015.45","32822209515.76","320730720499.69","4","6","6","130","D","RSG","1","2","2015","4","2015","3","09","30"
"2015-09-30","null","15697785","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2015","4","2015","3","09","30"
"2015-09-30","15697785","15697792","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2015","4","2015","3","09","30"
"2015-09-30","15697792","15697798","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2015","4","2015","3","09","30"
"2015-09-30","15697798","15697804","Federal Insurance Contributions Act Taxes","52734660000.00","2394010000.00","50340650000.00","618332650615.01","2394010000.00","615938640615.01","593407229384.99","2194041000.00","591213188384.99","4","10","10","200","D","SRS","4","3.1.1.1","2015","4","2015","3","09","30"
"2015-09-30","15697798","15697812","Self-Employment Contributions Act Taxes","6154000000.00","null","6154000000.00","39018000000.00","null","39018000000.00","37593000000.00","null","37593000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2015","4","2015","3","09","30"
"2015-09-30","15697798","15697825","Adjustments Attributable to Prior Years","-729744649.97","null","-729744649.97","3605452683.99","null","3605452683.99","-14607195.55","null","-14607195.55","4","12","12","209","D","SRS","4","3.1.1.3","2015","4","2015","3","09","30"
"2015-09-30","15697798","15697831","Total -- Federal Old-Age and Survivors Insurance Trust Fund","58158915350.03","2394010000.00","55764905350.03","660956103299.00","2394010000.00","658562093299.00","630985622189.44","2194041000.00","628791581189.44","4","13","13","210","T","RSG","4","3.1.1.4","2015","4","2015","3","09","30"
"2015-09-30","15697792","15697838","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","14","14","211","S","RSG","3","3.1.2","2015","4","2015","3","09","30"
"2015-09-30","15697838","15697845","Federal Insurance Contributions Act Taxes","8956980000.00","406530000.00","8550450000.00","105000980000.00","406530000.00","104594450000.00","100766660000.00","372573000.00","100394087000.00","4","15","15","212","D","SRS","4","3.1.2.1","2015","4","2015","3","09","30"
"2015-09-30","15697838","15697853","Self-Employment Contributions Act Taxes","1046000000.00","null","1046000000.00","6627000000.00","null","6627000000.00","6386000000.00","null","6386000000.00","4","16","16","214","D","SRS","4","3.1.2.2","2015","4","2015","3","09","30"
"2015-09-30","15697838","15697869","Adjustments Attributable to Prior Years","-123284121.52","null","-123284121.52","610558103.16","null","610558103.16","-7160740.35","null","-7160740.35","4","17","17","219","D","SRS","4","3.1.2.3","2015","4","2015","3","09","30"
"2015-09-30","15697838","15697877","Total -- Federal Disability Insurance Trust Fund","9879695878.48","406530000.00","9473165878.48","112238538103.16","406530000.00","111832008103.16","107145499259.65","372573000.00","106772926259.65","4","18","18","220","T","RSG","4","3.1.2.4","2015","4","2015","3","09","30"
"2015-09-30","15697792","15697885","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","19","19","221","S","RSG","3","3.1.3","2015","4","2015","3","09","30"
"2015-09-30","15697885","15697894","Federal Insurance Contributions Act Taxes","18308000000.00","null","18308000000.00","214210000000.00","null","214210000000.00","204719000000.00","null","204719000000.00","4","20","20","222","D","SRS","4","3.1.3.1","2015","4","2015","3","09","30"
"2015-09-30","15697885","15697902","Self-Employment Contributions Act Taxes","2963000000.00","null","2963000000.00","18205000000.00","null","18205000000.00","17969000000.00","null","17969000000.00","4","21","21","224","D","SRS","4","3.1.3.2","2015","4","2015","3","09","30"
"2015-09-30","15697885","15697910","Receipts from Railroad Retirement Board","null","null","null","564800000.00","null","564800000.00","580700000.00","null","580700000.00","4","22","22","226","D","SRS","4","3.1.3.3","2015","4","2015","3","09","30"
"2015-09-30","15697885","15697926","Adjustments Attributable to Prior Years","302820602.49","null","302820602.49","1208893250.40","null","1208893250.40","838724532.44","null","838724532.44","4","23","23","228","D","SRS","4","3.1.3.4","2015","4","2015","3","09","30"
"2015-09-30","15697885","15697934","Total -- Federal Hospital Insurance Trust Fund","21573820602.49","null","21573820602.49","234188693250.40","null","234188693250.40","224107424532.44","null","224107424532.44","4","24","24","229","T","RSG","4","3.1.3.5","2015","4","2015","3","09","30"
"2015-09-30","15697792","15697942","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","25","25","230","S","RSG","3","3.1.4","2015","4","2015","3","09","30"
"2015-09-30","15697942","15697948","Rail Pension and Supplemental Annuity","258825585.87","350371.37","258475214.50","3336701863.93","913471.50","3335788392.43","3039848409.34","8146977.45","3031701431.89","4","26","26","235","D","RSG","4","3.1.4.1","2015","4","2015","3","09","30"
"2015-09-30","15697942","15697954","Social Security Equivalent Account","194016684.56","315721.24","193700963.32","2530995444.28","824876.69","2530170567.59","2332976382.81","7540905.29","2325435477.52","4","27","27","240","D","RSG","4","3.1.4.2","2015","4","2015","3","09","30"
"2015-09-30","15697792","15697960","Total -- Employment and General Retirement","90065274101.43","2801206092.61","87264068008.82","1013251031960.77","2802278348.19","1010448753612.58","967611370773.68","2582301882.74","965029068890.94","4","28","28","241","T","RSG","3","3.1.5","2015","4","2015","3","09","30"
"2015-09-30","15697785","15697966","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","29","29","250","S","RSG","2","3.2","2015","4","2015","3","09","30"
"2015-09-30","15697966","15697972","Deposits by States","169430336.90","null","169430336.90","42176674300.89","null","42176674300.89","46450087675.75","null","46450087675.75","4","30","30","251","D","RSG","3","3.2.1","2015","4","2015","3","09","30"
"2015-09-30","15697966","15697978","Federal Unemployment Taxes","50110296.10","11579440.82","38530855.28","9107883736.18","181926404.65","8925957331.53","8611875609.04","140584893.89","8471290715.15","4","31","31","254","D","RSG","3","3.2.2","2015","4","2015","3","09","30"
